index,username,tweet_id,tweet_text,translated_text,org,relevant,category,query,datetime_of_tweet,datetime_of_query,link,mentioned_location,location,image,Chadchad
50,Lookpat_twt,1723759929692172476,เคยลองเดินจากตลาดห้วยขวางกลับหอ ทางเท้ามีแต่แผงลอย คลองที่ข้ามน้ำเหม็นมาก ข้ามทางม้าลายก็เสี่ยงตาย เดินเข้าซอยหอก็เปลี่ยว พอเรียกรถก็ขี่อุบาดสวนเลนขับเบียดซิกแซกกุเสี่ยงตายอีก,"Have you ever tried walking from Huai Khwang Market back to the dormitory? The sidewalk has only stalls. The canal that crosses the water is very smelly. Crossing a zebra crossing risks death. Walking into Soi Hor, it was lonely. When I called for a car, I rode into the opposite lane and drove in a zigzag pattern, risking death again.",municipal office,TRUE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""ห้วยขวาง"" OR ""คลองสาน"" OR ""ตลิ่งชัน"" OR ""บางกอกน้อย"" OR ""บางขุนเทียน"" OR ""ภาษีเจริญ"" OR ""หนองแขม"" OR ""ราษฎร์บูรณะ"" OR ""บางพลัด"" OR ""ดินแดง"" OR ""บึงกุ่ม"" OR ""สาทร"" OR ""บางซื่อ"" OR ""จตุจักร"" OR ""บางคอแหลม"")",2023-11-12 17:49:27,2023-11-16 15:20:42,https://twitter.com/Lookpat_twt/status/1723759929692172476,ห้วยขวาง,,[],no
85,1966_CreamSoda,1.76E+18,ปัจจุบันยังมีพ่อค้าแม่ค้าแบบนี้ตามซอยในเขตวัฒนานะคะ พอแจ้งเทศกิจก็อ้างว่า ทำไมจะเปิดไม่ได้ ก็ยังมีทางให้เดินอยู่นี่  ทางเท้ากว้างไม่ถึงเมตรด้วยซ้ำ ตรรกะอะไรของคนพวกนี้ก็ไม่ทราบ,"Currently, there are still vendors like this in the alleys in Watthana District. When notified to the municipality, it was claimed that Why can't it be opened? There's still a way to walk here. The sidewalk isn't even a meter wide. What the logic of these people is, I don't know.",municipal office,TRUE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""ประเวศ"" OR ""คลองเตย"" OR ""สวนหลวง"" OR ""จอมทอง"" OR ""ดอนเมือง"" OR ""ราชเทวี"" OR ""ลาดพร้าว"" OR ""วัฒนา"" OR ""บางแค"" OR ""หลักสี่"" OR ""สายไหม"" OR ""คันนายาว"" OR ""สะพานสูง"" OR ""วังทองหลาง"" OR ""คลองสามวา"")",2024-02-15 7:28:53,2024-02-20 21:06:27,https://twitter.com/1966_CreamSoda/status/1758030603902210536,วัฒนา,,[],no
179,imcomingbabe,1.75E+18,มีคำถามคือ ชัชชาติจะมาจัดการเรื่องทางเท้าตรงบรรทัดทองกี่โมง ล่าสุดคือ ร้านค้ากินทางเท้าเกินครึ่งละ อีครึ่งเป็นที่ให้ลูกค้านั่งรออ่ะ คนเดินจะไม่ได้ละ มันแย่มากนะ ละเตาเอยใดก็อยู่หน้าร้าน อันตรายมากนะ,"The question is, what time will Chatchat come to take care of the sidewalk at Banthat Thong? The latest is that shops occupy more than half of the sidewalk. Half-way is where customers sit and wait. People won't be able to walk. It's very bad. Every stove is in front of the store. It's very dangerous.",municipal office,TRUE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2024-02-04 17:12:14,2024-02-20 20:54:44,https://twitter.com/imcomingbabe/status/1754191143120818667,บรรทัดทอง,,[],no
298,ChocoGarido,1.75E+18,"ฟุตบาทเยาวราช นี่แทบจะไม่มีทางเดินละ ของวางขาย กันแบบไม่สนใจเลย
บางช่วง คนเดินต้องลงไปเดินบนถนนละ","Yaowarat footpath There are hardly any aisles here, with things being sold without any interest at all.
At times, pedestrians have to walk down the road.",municipal office,TRUE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""เจริญกรุง"" OR ""เจริญนคร"" OR ""เจริญราษฎร์"" OR ""เชื้อเพลิง"" OR ""เตาปูน"" OR ""เทพลีลา"" OR ""เทียมร่วมมิตร"" OR ""เพชรบุรี"" OR ""เพชรเกษม"" OR ""เพลินจิต"" OR ""เยาวราช"" OR ""เย็นอากาศ"" OR ""เลียบทางด่วน"" OR ""เลียบด่วน"" OR ""เลียบทางด่วนเอกมัย-รามอินทรา"")",2024-01-23 3:15:10,2024-02-20 22:07:31,https://twitter.com/ChocoGarido/status/1749631835649491114,เยาวราช,,[],no
48,Simmons37496127,1723769675656679557,เคยเดินจากเซนทรัลลาดพร้าวไปพหลโยธิน 34  คือไม่ไหวพังมาก  อากาศที่ กทม คือ ไม่น่าเดินด้วยแหละแต่อะไรก็ไม่หนักเท่ามอไซที่ขับขึ้นฟุตบาต  เเล้วมองเเรงเหมือนเราเกะกะทั้งๆที่มันคือทางเดิน   อันนี้คือแก้ยากสุด,"I once walked from Central Ladprao to Phahon Yothin 34, which is not very bad. The weather in Bangkok is not pleasant to walk with, but it's not as heavy as a motorcycle driving up the sidewalk. And they look at us like we're blocking the way even though it's a walkway. This one is the hardest to fix.",police department,TRUE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-11-12 18:28:11,2023-11-16 14:52:12,https://twitter.com/Simmons37496127/status/1723769675656679557,ลาดพร้าว,,,
80,yakult_cool,1723223303090004374,"เส้นสุขุมวิทเป็นอะไรที่WTF มาก เมื่อเช้าต้นสุขุมวิทเจอเลนซ้ายจอดซื้อของกินริมฟุตบาทเป็นแถว ต่อมาซ.27ก่อนเอ็มควอเทียร์ รถตู้ทึบขาวจอดส่งของ ไม่แคร์แม้รถจะติดแค่ไหนกูใคร่จอดก็จอด เหี้ยมาก เลยมาอีกนิดก่อนเอกมัย รถยนต์อยู่เลน2ยูเทิร์นกลับไปอีกฝั่งแบบไม่แคร์รถหลังเบรคหัวทิ่ม
เหนื่อยใจ","The Sukhumvit line is very WTF. This morning, at the beginning of Sukhumvit, I encountered a lane on the left, stopping to buy food along the sidewalk in a row. Later Soi 27 before EmQuartier A solid white van stops to deliver goods. I don't care no matter how congested the traffic is. I want to park and I park. I'm so stupid, so I come a little further before Ekkamai. A car in lane 2 made a U-turn to the other side without caring about the car after braking headlong.
I'm tired.",police department,TRUE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""สาทร"" OR ""สาทรเหนือ"" OR ""สาทรใต้"" OR ""สาธุประดิษฐ์"" OR ""สามย่าน"" OR ""สามเสน"" OR ""สายไหม"" OR ""สายไหม-ลำลูกกา"" OR ""สำเพ็ง"" OR ""สิรินธร"" OR ""สีลม"" OR ""สี่พระยา"" OR ""สุขสวัสดิ์"" OR ""สุขุมวิท"" OR ""สุทธิสาร"")",2023-11-11 6:17:06,2023-11-16 16:20:05,https://twitter.com/yakult_cool/status/1723223303090004374,สุขุมวิท,,,
104,TrueDemocracy14,1722637055271088463,ตอนนี้เห็นรถมอไซค์วิ่งบนฟุตบาททางเคนดินแแถวบางเขนเยอะทุกวัน ไม่รู้นโยบายจับแบบตอนนั้นยังมีอยู่หรือป้าว? ตอนแรกๆเห็นมีโต๊ะเทศกิจมาค่อยจับ ตอนนี้ไม่มีแล้ว,"Now we see a lot of motorcycles running on the sidewalk on Kendin Road near Bang Khen every day. I don't know if the arrest policy like that back then still exists or not? At first, I saw there was a municipal table coming to catch me. Now there's no more.",police department,TRUE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""พระนคร"" OR ""หนองจอก"" OR ""บางรัก"" OR ""บางเขน"" OR ""บางกะปิ"" OR ""ปทุมวัน"" OR ""ป้อมปราบศัตรูพ่าย"" OR ""พระโขนง"" OR ""มีนบุรี"" OR ""ลาดกระบัง"" OR ""ยานนาวา"" OR ""สัมพันธวงศ์"" OR ""พญาไท"" OR ""ธนบุรี"" OR ""บางกอกใหญ่"")",2023-11-09 15:27:33,2023-11-16 15:16:13,https://twitter.com/TrueDemocracy14/status/1722637055271088463,บางเขน,,,
192,qeeeenp,1719604126601154586,ไปดูสภาพฟุตบาทอโศก ทั้งสกปรก เดินลำบาก มอไซจอดกินทีตลอดเวลา,"Went to see the condition of the Asoke footpath: dirty, difficult to walk, and motorbikes parked all the time.",police department,TRUE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""อนุสาวรีย์ชัยฯ"" OR ""อรุณอมรินทร์"" OR ""อังรีดูนังต์"" OR ""อัสสัมชัญ"" OR ""อาจณรงค์"" OR ""อิสรภาพ"" OR ""อุดมสุข"" OR ""อู่ทองนอก"" OR ""อู่ทองใน"" OR ""อโศก-ดินแดง"" OR ""อโศก-เพชรบุรี"" OR ""อโศก"" OR ""อ่อนนุช"" OR ""เกษมราษฎร์"" OR ""เกียกกาย"")",2023-11-01 6:35:47,2023-11-16 16:29:11,https://twitter.com/qeeeenp/status/1719604126601154586,อโศก,,,
275,js100radio,1716758235762614428,RT@piyawatb 17:00 #พระราม4 มุ่งพระโขนงรถติดมาก ถึงแยกกล้วยน้ำไท จยย.วิ่งฟุตบาท #รถติด,"RT@piyawatb 17:00 #Rama 4 heading to Phra Khanong, traffic is heavy. Arrive at Kluai Nam Thai intersection. Motorcycle running on footpath #traffic jam",police department,TRUE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""พระนคร"" OR ""หนองจอก"" OR ""บางรัก"" OR ""บางเขน"" OR ""บางกะปิ"" OR ""ปทุมวัน"" OR ""ป้อมปราบศัตรูพ่าย"" OR ""พระโขนง"" OR ""มีนบุรี"" OR ""ลาดกระบัง"" OR ""ยานนาวา"" OR ""สัมพันธวงศ์"" OR ""พญาไท"" OR ""ธนบุรี"" OR ""บางกอกใหญ่"")",2023-10-24 10:07:13,2023-11-16 15:16:13,https://twitter.com/js100radio/status/1716758235762614428,พระโขนง,,,
276,piyawatb,1716757449229951166,@js100radio @fm91trafficpro @traffic_1197 17:00 #พระราม4 มุ่งพระโขนงรถติดมาก ถึงแยกกล้วยน้ำไท มอไซด์วิ่งฟุตบาท,"@js100radio @fm91trafficpro @traffic_1197 17:00 #Rama 4 heading to Phra Khanong, heavy traffic. Arrive at Kluai Nam Thai intersection. Motorbike running on footpath",police department,TRUE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""พระนคร"" OR ""หนองจอก"" OR ""บางรัก"" OR ""บางเขน"" OR ""บางกะปิ"" OR ""ปทุมวัน"" OR ""ป้อมปราบศัตรูพ่าย"" OR ""พระโขนง"" OR ""มีนบุรี"" OR ""ลาดกระบัง"" OR ""ยานนาวา"" OR ""สัมพันธวงศ์"" OR ""พญาไท"" OR ""ธนบุรี"" OR ""บางกอกใหญ่"")",2023-10-24 10:04:06,2023-11-16 15:16:13,https://twitter.com/piyawatb/status/1716757449229951166,พระโขนง,,,
357,Sompun_mfp,1714496627321548931,"เช้านี้ (18/10/66) ทีมส้มปั่น ได้ส่งเรื่องเสนอแนะกับทางเขตดินแดงว่า

เมื่อคืนมีงานไหว้ราหูย้ายมีคนเดินทางมาเข้าร่วมจำนวนมาก ทำให้เกิดการจราจรติดขัด มีคนออกมายืนกลางถนน มีรถจอดริมฟุตบาท อยากให้ทางเขตช่วยประสานกับศาลเทวลัยพระพิฆเนศว่า…","This morning (18/10/66) the Sompun team sent a suggestion to the Din Daeng District that

Last night there was a ceremony to pay respects to Rahu, with many people traveling to join in. causing traffic jams There were people standing in the middle of the road. There are cars parked along the sidewalk. I would like the district to help coordinate with the Ganesha Temple Shrine...",police department,TRUE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""ห้วยขวาง"" OR ""คลองสาน"" OR ""ตลิ่งชัน"" OR ""บางกอกน้อย"" OR ""บางขุนเทียน"" OR ""ภาษีเจริญ"" OR ""หนองแขม"" OR ""ราษฎร์บูรณะ"" OR ""บางพลัด"" OR ""ดินแดง"" OR ""บึงกุ่ม"" OR ""สาทร"" OR ""บางซื่อ"" OR ""จตุจักร"" OR ""บางคอแหลม"")",2023-10-18 4:20:24,2023-11-16 15:20:42,https://twitter.com/Sompun_mfp/status/1714496627321548931,ดินแดง,,,
362,PpPP0op,1714326053332926562,"พื้นทางเดินไม่สม่ำเสมอ ควรได้รับการแก้ไข บริเวณประตูงามวงศ์วาน1
#IDKU #KU #Kasetsart #ม.เกษตร #ManSo #แมนโซ #ManandSociety #มนุษย์กับสังคม #01999141 #ภาคต้น #2566 #เพื่อการเปลี่ยนแปลงอย่างสร้างสรรค์","The walking surface is uneven. should be fixed Around Ngamwongwan Gate 1
#IDKU #KU #Kasetsart #Kasetsart University #ManSo #Manso #ManandSociety #Humans and society #01999141 #First part #2023 #For creative change",police department,TRUE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""คลองตัน"" OR ""คลองเตย"" OR ""คอนแวนต์"" OR ""งามดูพลี"" OR ""งามวงศ์วาน"" OR ""จตุรทิศ"" OR ""จรัญสนิทวงศ์"" OR ""จอมทอง"" OR ""จักรวรรดิ"" OR ""จันทน์"" OR ""ชัยพฤกษ์"" OR ""ชิดลม"" OR ""ณ ระนอง"" OR ""ดาวคะนอง"" OR ""ดินสอ"")",2023-10-17 17:02:36,2023-11-16 15:34:00,https://twitter.com/PpPP0op/status/1714326053332926562,งามวงศ์วาน,,,
374,jackkrawut,1714216216221679738,ตัวอย่างบ้านเรา ปั่นจักรยานออกมา จูงข้ามถนน ยกขึ้นฟุตบาท เข็นหลบเสา ลงทางหิน อุ้มขึ้นบันได จอดตรงที่ล็อคจักรยาน สถานีดอนเมืองพอดี หรือมอเตอร์ไซค์ก็มาเช้าหน่อยมีที่จอด ถ้าสายต้องไปตรงฟุตบาทข้างทางขึ้น เพราะอีกลานจอดมอไซค์มีรถยนต์กับวินตั้งตัวเป็นมาเฟียไม่ให้จอด แจ้ง รฟท. เงียบสนิท,"Example of our house Take a bicycle out, take it across the road, lift it up the sidewalk, push it around a pole, go down a rocky path, carry it up the stairs. Park at the bike lock. Don Mueang Station Or motorbikes, come early and there's parking. If the line has to go directly to the footpath next to the entrance. Because in another motorcycle parking lot there were cars and people who were acting like the mafia not letting them park. They informed the SRT that it was completely quiet.",police department,TRUE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""ประเวศ"" OR ""คลองเตย"" OR ""สวนหลวง"" OR ""จอมทอง"" OR ""ดอนเมือง"" OR ""ราชเทวี"" OR ""ลาดพร้าว"" OR ""วัฒนา"" OR ""บางแค"" OR ""หลักสี่"" OR ""สายไหม"" OR ""คันนายาว"" OR ""สะพานสูง"" OR ""วังทองหลาง"" OR ""คลองสามวา"")",2023-10-17 9:46:09,2023-11-16 15:25:10,https://twitter.com/jackkrawut/status/1714216216221679738,ดอนเมือง,,,
